1,3548,2799,2697
11,738,642,602
12,1986,2237,1802
38,4472,3586,2847
39,3842,1660,1195
40,2866,2068,1417
41,1788,1571,1061
42,2354,0,0
43,1774,0,0
52,0,4385,3254
53,0,1794,1486
54,0,2461,1890
55,0,1105,662
