1,19629,16397,13792
11,2432,1973,1694
12,8248,7586,6031
38,10734,9398,7544
39,8057,3981,3213
40,6284,6004,4436
41,3076,3786,2627
42,5063,0,0
43,3716,0,0
52,0,9989,7559
53,0,3585,3085
54,0,5148,3996
55,0,1910,1146
